spp,x,G,N
Species159,6.195024218400061,7.961465437961083,124400.87800950574
Species160,0.06198390503851277,2.683874649445909,1466.2046968277484
Species161,-6.659078048775757,7.989088915983859,83259.32700005948
Species162,0.5346395354679523,7.26389550497149,21126.3597030117
Species163,2.642199923861698,12.291437911792244,12736.61221411173
Species164,0.04170822907980077,19.471152538052962,26841.68640266994
Species165,-0.3610597631607136,8.853856563348776,13691.860960952545
Species166,-0.902157077628214,13.593538211400288,26535.615868237466
Species167,1.922734091058815,5.66023265716696,14811.413367245306
Species168,-1.7557188551179805,8.951891469403309,20648.94539988265
Species169,0.4898279321556314,9.672252023832622,23262.1089493493
Species170,2.2183054068827115,14.80394569012765,22697.578151054906
Species171,0.7476419759859535,10.615985128515593,13586.346320830613
Species172,2.4846413834500636,6.953057293267991,11146.926986414075
Species173,-6.116456831846653,7.65448152802945,13654.399039070664
Species174,-1.546862548580171,11.516024160003267,16022.211820469325
Species175,0.30264628988723813,17.14474207361913,41903.53095692111
Species176,3.317015487047239,3.1627933093706466,9353.276330297458
Species177,3.1932912353316625,7.081368541032585,5489.7608257284
Species178,2.110739362559822,5.879665450052244,3717.743754979145
Species179,1.2505439331326296,8.857817524283933,10109.81847233863
Species180,-2.139269788581307,16.085458019310778,21337.110143956652
Species181,-4.354847903041509,8.81690722604245,28694.61847121927
Species182,-1.3344061257287054,14.188065477410971,24736.397355649868
Species183,1.0315352641596298,15.652954862211892,18870.763430973333
Species184,0.7278400005642464,17.585432125623978,33585.718691396985
Species185,-0.805549845372172,16.280087905342967,18247.77411789836
Species186,6.117481565855353,7.5361312600391495,62855.13565823197
Species187,0.8036536560418779,10.629118425234262,12745.526047976979
Species188,2.720363550757577,3.122308846900346,9205.659827831709
Species189,1.0544531897521174,16.77514972866482,11270.420080517386
Species190,-1.181997905245065,15.178255370387374,27585.351841554155
Species191,1.7995225747641899,12.320433504377268,20070.82771638286
Species192,3.1279524567555015,5.46744577851782,4648.105175022654
Species193,0.17174786822173727,18.374515001635224,8722.741926329252
Species194,2.147593136689304,3.881264374969271,11307.46003874102
Species195,-1.801576295068578,17.51344608543242,19877.787183001725
Species196,3.777714910618598,5.479595447768107,8976.44211972518
Species197,-1.541700356610275,8.844853224548773,18443.894200266335
Species198,-6.416213005169189,8.090818403205365,58713.12865032385
Species199,-1.0149984149765183,12.951220441935648,9140.430295390348
Species200,-2.9668144199979145,4.984755231868457,8577.955874286305
Species201,1.396368658563111,11.148137805836805,8977.927151100545
Species202,6.146006954490294,8.278482490578767,126140.417514937
Species203,0.9384198810810785,15.572633016338822,37243.199678476376
Species204,1.2752645534871794,13.24864658845714,9692.85900301204
Species205,2.4642686892921986,14.64037862599527,10458.704513720415
Species206,-2.000375742315335,3.6352556684153416,8043.595565291239
Species207,3.657739953518157,3.5040364160426223,16486.886671925047
Species208,-0.7236254003270992,11.438612488109323,18629.161592456563
Species209,-2.5068449004875757,19.29314663614645,16064.915752055895
Species210,-1.8747659370792944,7.926041318756025,26531.86206603613
Species211,-1.3871037886892323,16.395404840787503,25699.36874561327
Species212,0.9206289151105499,8.888717397685816,8135.6058734998805
Species213,1.7356741411131764,15.852455669656567,23174.12991982321
Species214,-1.0044473445546114,19.1910707996379,9327.58043088079
Species215,-2.590091580418028,10.867389420116913,20218.067657553605
Species216,1.5723685313084723,15.207274533786158,9708.869440246437
Species217,4.098465537770376,2.387078022260656,23558.98723576907
Species218,-2.873845631597768,8.1969582485363,10572.607049007393
Species219,-2.7445502778795574,3.308314845195544,22444.601503374586
Species220,1.3448710629155458,8.31441231080353,10511.44597309446
Species221,-1.1348790065349665,17.87177763435312,17145.50698490081
Species222,4.273412206514111,10.438386151917502,24617.515194087675
Species223,2.1475394202615243,11.243438722699526,13875.913454973395
Species224,2.594028299665972,6.545107305452774,12139.579373237179
Species225,-3.699368704333346,6.940299047578212,12471.223871864948
Species226,-2.2127229378099527,3.3216460588474073,6295.611805140555
Species227,-1.8657213088691393,6.7110017947018585,15213.83625411548
Species228,7.614480494229266,6.342500598639729,182633.16432811818
Species229,-0.49362917165032455,16.976676894032753,23778.21987368926
Species230,-0.17437750937798582,15.676092232270971,25260.61198229022
Species231,-1.3802556406042787,18.871947079905947,18042.495992921235
Species232,-1.9735851147243413,9.817611731224284,18680.705555851448
Species233,1.3819846970895697,10.292454560589235,25541.154223687237
Species234,2.0565552929008284,7.533478093669257,12477.406529482025
Species235,-4.434539634404279,7.65525064027743,73991.09332898549
Species236,-3.1456064533520887,11.322289446068808,14108.90193246063
Species237,-0.6542381229246081,6.981007980335995,12314.916896923816
Species238,1.1370501209886374,12.687075224006225,15333.065481195115
Species239,1.1057916566551735,16.447895236996946,26329.926327774705
Species240,1.4195575004710852,8.538651660720696,16721.717678953195
Species241,1.944640299741366,12.994757046623366,24441.358613493503
Species242,6.33948159537876,5.863987977977476,38370.03950662829
Species243,-1.8428281909815138,9.762729246762976,10803.417208589563
Species244,1.9822054755758167,11.50008026851722,11819.208460737189
Species245,-0.03953584907291567,8.4423733300044,8954.148131133721
Species246,2.2072970957769362,12.850978650518117,18294.061226038004
Species247,0.7102150097059756,15.27657549650334,22215.26510145137
Species248,2.2780095256371364,7.77620943607045,16619.33003967675
Species249,-3.512606216925174,2.0043347725512164,11523.276093939257
Species250,1.1577575540447766,17.415934044647745,31790.215513098647
Species251,1.506311830047589,11.416934806977178,14664.224005137889
Species252,-1.8830834660749094,12.378658624973388,18864.01258420678
Species253,3.2685542938234757,13.343415093055158,5947.423158566796
Species254,0.3624610855838911,3.5343564445776594,3213.2420462322134
Species255,2.0579962472992688,6.808557457369326,5683.070022646473
Species256,3.593647317648518,10.785785818915286,20294.717764469027
Species257,4.628060187041898,11.102068684657336,38952.630754660255
Species258,0.2016588605518244,7.55116023282278,17375.4815466106
Species259,-2.534259267093056,7.402324158372882,14731.397291137178
Species260,0.562974452146579,6.0738230405063,3736.2508239961985
Species261,0.4754235650436169,13.28881929260007,22929.68100199696
Species262,-1.0253210037027458,11.992154287128885,22395.282859714454
Species263,-0.6253488651336261,13.832943322307376,15227.862919165336
Species264,1.2189039993416808,13.68162703280863,14680.674899397107
Species265,-1.0544286007658505,13.199779514470565,23904.096836805475
Species266,-0.5133172916979183,10.384039019113747,12434.606571244234
Species267,-2.632936994283949,10.598977256764297,5178.578088615628
Species268,1.4899995213723576,18.062498494104005,32335.416167639367
Species269,-1.1834507155144411,7.409809373944971,15528.072980162098
Species270,-0.31475196875903294,10.236596997855218,27749.52361167756
Species271,-2.6010378847584534,8.783442623685907,27031.618020031703
Species272,4.913271311397726,0.911553393031081,7943.343680294125
Species273,-1.3473213635782764,9.327528788978343,10008.821556968573
Species274,-5.86038120525637,8.787204593300046,59813.64720901681
Species275,0.1715202686339746,15.913572279387829,17926.871105223236
Species276,-3.2825546770145095,13.273561630170178,11203.939020357588
Species277,-3.7517112561944965,8.653020641867984,10129.60487756419
Species278,1.018605184997867,13.053655132596674,14598.301630494456
Species279,-2.2512413269529685,10.031422995075552,15913.599786833081
Species280,-5.509206761735807,9.058567935533837,71520.90523069355
Species281,-0.4749918497760433,20.468785575826654,32649.28039576458
Species282,-4.521711879753345,7.483522785406531,45499.77094190466
Species283,6.0386263336117825,7.297266834148945,47388.52917424019
Species284,-1.6545399218606154,11.317551855800247,16717.598640733704
Species285,-2.238057889316263,13.285545990189483,23870.90425537803
Species286,-0.5473493205290962,21.07997838399561,10201.783848012063
Species287,-3.360139476684181,8.512664838448124,4407.713480256566
Species288,-0.2927592186066502,10.238043249189941,17019.19725406371
Species289,0.2225169462560231,17.6844804598001,40561.13256374541
Species290,-2.822910545443169,11.94008625776115,13365.585087183763
Species291,-3.267753550719424,6.625893465736363,13473.285244890198
Species292,1.2060303392831204,12.666073404944036,27651.54746900488
Species293,2.0858706708519548,3.388333627142254,11462.098668657633
Species294,-0.18361495784676243,12.965394701065865,29663.45780774902
Species295,-3.4765444104736707,6.974070156398265,23984.455026091335
Species296,-2.3708067052879915,18.46239013318441,18039.65014665704
Species297,-5.100868399513586,10.828450686966146,54561.39643919659
Species298,1.6022057512560512,6.249012019359565,16965.591357631725
Species299,-1.1965400671833015,5.746644118402668,11532.436217938117
Species300,-1.5062770387579412,1.6979286796671034,4470.773211634606
Species301,0.8419597850852555,12.45662232809121,25658.34429660315
Species302,0.09448593863631305,19.695572257984036,19107.75173432241
Species303,-0.30581825673562485,6.305817934714855,13491.804311585342
Species304,-6.284409888103227,8.084679837342327,74143.65286263877
Species305,-4.902137691483171,8.950497267238987,9889.168803371578
Species306,-5.48905465641339,9.580791021180238,20839.43583851758
Species307,-1.5244862813468572,10.622885197283615,16868.35174921381
Species308,2.7071237539430566,18.624755229811214,627490.152004236
Species309,0.15350513498757976,17.43153814651218,25368.79412243204
Species310,-2.6527517231902618,14.570789007105517,26283.538786818553
Species311,-5.388163647481666,10.111741097694129,35831.56734982552
Species312,-7.818248661629297,6.479298186459639,146576.37200170715
Species313,-3.0182410852441794,8.660354592130638,25769.444653949482
Species314,-0.7776248338923818,12.632131293643193,7817.88681948707
Species315,-3.327534689710305,16.62298036253813,4052.5603151316323
Species316,-2.4951497289298494,5.413969338012312,28127.78788077263
Species317,-2.3676855631458316,7.898095434785273,24587.1453536551
Species318,-0.14798923541925932,15.32532835103022,9296.239373705606
Species319,0.030272372198090806,18.611132773244805,48466.17822144099
Species320,-0.5055223720547283,20.482584335020743,18184.976245394413
Species321,3.224064587055864,13.775219780712678,32978.94061316653
Species322,10.263066238787898,2.5982087378956686,667796.1871455011
Species323,4.5535116098307125,7.796894475258563,30983.758365215897
Species324,-4.170312901183669,4.878638821411318,7034.941315363986
Species325,-0.31074502283494954,10.227596853153685,23926.07008806803
Species326,-0.5257669841926887,7.848266492222267,19072.356345721477
Species327,-9.853475097258231,3.9009049530478523,1.056519793291386e6
Species328,-0.8843121329859439,10.419719549932578,17377.626413086007
Species329,-5.628936542287708,9.227624359540155,64588.49904773609
Species330,-0.055305484721802516,6.25767771034184,10178.960229966628
Species331,-0.6708597079234966,6.6164399138266745,13185.278066342022
Species332,-0.7684181069971562,15.054378485780914,17156.808200679814
Species333,-3.042722662013531,2.921476662703702,5617.746261811785
Species334,2.6140894128285517,14.587923238291474,10517.047651913232
Species335,-2.7561687830674155,15.915596841864128,21546.8707558633
Species336,-6.859973595743169,8.038468583583372,17410.57603670168
Species337,-2.6067635138160217,9.239504748576126,17615.030384913036
Species338,-3.6712889311582733,3.760482835984528,30970.684076278638
Species339,-3.75885586294866,1.1814505996538303,8800.014304506398
Species340,3.4186366820040686,6.365073089873782,10864.286417528689
Species341,-2.4348829102175156,4.019210761933482,5748.11651860657
Species342,0.29047747180150835,19.45357512466099,13616.719790870511
Species343,1.8847325222689408,8.253004874355131,15989.963083177223
Species344,2.1877538124591256,14.894256969004834,10246.778525598625
Species345,-1.0500338369327302,7.156709705723126,7317.704670309911
Species346,2.1282721819749786,9.070742662692044,7366.420585667406
Species347,-0.029903815335737202,7.600945713378855,19930.885054035334
Species348,1.2970935243141235,11.776872304886735,20729.016227465672
Species349,3.820668785585525,5.120578255877666,19218.014645288185
Species350,1.6155117620985893,0.00021430452169873533,293.83898613782935
Species351,-3.11477393257643,4.972680204877957,18567.060156868178
Species352,0.31042226722222926,16.415914569272786,15301.072067815394
Species353,1.8115679588039026,15.581820646910465,11399.247154461693
Species354,0.139227344135764,10.78021502186839,23738.003803139163
Species355,5.584135131618032,7.9809109209437095,14327.821956805377
Species356,0.6191988364081281,20.51816343830971,23190.98298371906
Species357,-2.873826147217551,5.912666558024029,22034.327230249022
Species358,5.8153372550164715,7.812809057203285,36312.11631487492
Species359,-4.3199671679912,5.092076770118586,9104.879301416506
Species360,0.02756911461551919,14.396389892698826,19062.0993037026
Species361,-0.4707658514424998,16.344857216474523,25428.79337727929
Species362,-1.9095947218672984,14.446959778461538,43047.61906209335
Species363,3.035038456150788,11.674652844523779,30541.39381469222
Species364,7.597262461675758,6.164693482662844,169000.4428892429
Species365,1.9013482413962204,11.919764887390874,31199.840450276126
Species366,-0.6896994674398423,11.079572372413832,11467.49218591047
Species367,0.12104958698615335,11.134057803105017,15426.491986946312
Species368,-4.34707592713015,8.887285061486617,39179.38705054354
Species369,3.6414070868556165,11.322371641720773,25906.973710169535
Species370,-0.37095104269871276,10.681601402817682,21552.20226445234
Species371,-2.2595486364069064,13.737820132619598,14715.606210771472
Species372,1.9672875655098332,10.096737989617981,8380.53171371117
Species373,1.0129320687223007,12.186971121234285,24108.860617566217
Species374,-3.010923219617608,12.615226726511183,11487.861589968705
Species375,-0.7663182224661774,15.572396964217441,38060.15399078493
Species376,-4.786753658038602,3.261284872576867,6966.7277214812675
Species377,-0.3680408422498407,8.434137859199055,8930.665393495066
Species378,-0.7011071906749955,3.5087188745191296,8446.48652019447
Species379,1.5596511932561694,17.634547826200464,24787.21284837075
Species380,-1.8657565599641799,17.17621718259118,27887.94211598781
Species381,-0.04438961153782733,16.775277870741167,10566.944396071736
Species382,-0.20749484574172358,9.306675108656126,19718.600375185186
Species383,-0.5490429018056183,10.256627667546143,24284.46161045558
Species384,-0.5053707445163228,12.435580189308622,20215.428503194264
Species385,0.5937806527493156,13.418866776843771,38097.86114406501
Species386,-3.0496551399340337,7.598614648263824,12582.624799476178
Species387,5.708414733374353,8.704629801020488,110428.520393091
Species388,1.4022163225053172,10.95226388507856,4464.280380308128
Species389,-0.5542111422308712,6.556047068443357,14642.263639755109
Species390,-1.181428048470836,14.486748829602055,12337.788564348002
Species391,1.1254582776383646,8.820418833063272,26784.778206879724
Species392,3.118504774180451,11.670452615745468,24115.73764791364
Species393,-2.7847580526057,14.327507823493523,17441.14656325445
Species394,-1.8005177876712029,7.689057551366544,13752.328045239146
Species395,0.48953173310140136,13.386214829448166,21280.21852423422
Species396,-0.809436577737525,15.200526315472107,16482.755790137795
Species397,-5.39162558692012,7.3867939067101265,19920.627739487845
Species398,6.221600715011154,8.256235056438456,65887.46697844834
Species399,2.1297748881407834,12.986533192825105,22714.282224692302
Species400,-3.482770172136229,9.3895252935435,10176.951181766632
Species401,-1.3483995521491379,4.491711896659785,5875.855359235386
Species402,4.072561400501037,10.459438782274363,30851.53953072903
Species403,4.853401290383428,10.816377110064295,9911.43465584494
Species404,-2.7602465234016886,12.09521640948788,7668.608860616216
Species405,-1.2399206733548784,16.998947948102593,18412.194536669464
Species406,2.289307455209355,11.778057556172387,21578.294409433005
Species407,4.025230457182994,8.970083859825438,17583.1240457441
Species408,2.2540024401864187,14.386852024869546,15157.941865608991
Species409,8.949489061895088,5.238743913112775,678117.4666957846
Species410,-0.8132785508007606,12.389122173263338,16124.851507996336
Species411,1.4475762776944967,13.409353686120292,13180.659461720112
Species412,1.2608061710830782,11.487075229113431,18947.027733445844
Species413,0.11453188231503131,7.5751044466801,17943.9260283662
Species414,2.0083494520508363,12.056007521987608,25036.396184257006
Species415,4.284983542256854,16.006516866453754,900787.1617105993
Species416,2.6257139774327127,10.055650025508497,16912.576635266352
Species417,-4.574977671250904,9.369985616748817,34011.73583407555
Species418,-3.4491181064414334,5.658383100613378,10346.198379912734
Species419,-1.0722255784692714,15.978185158721072,27521.64442571215
Species420,4.749182485633539,6.014326365463183,19227.40012945391
Species421,-0.07877397456299884,17.483271868919406,6354.0155003496075
Species422,-0.6052627539681685,14.535367328233095,28281.27655510472
Species423,0.15818949510804933,6.2400080064264705,10801.377988423414
Species424,-0.9422716762626052,8.989105345258585,23242.621953428577
Species425,4.112652645395145,13.67849375753076,322141.24085350806
Species426,2.994821685479723,10.37359042525165,12637.833476303353
Species427,-4.292522321519837,7.040133039867339,15037.031506748062
Species428,-1.5732681876840828,6.256165847532895,13326.263088089141
Species429,0.6779974681416231,6.251458337394064,10386.820838138921
Species430,7.15296583352746,7.141267069232923,208143.0924120374
Species431,-1.1227936810617443,4.521351778682366,23556.117944976926
Species432,4.361905103845836,1.2332349079714278,6241.156108077493
Species433,-2.273904446501308,8.604584910813246,3768.05170707279
Species434,-0.012717966073752052,17.32963434780465,35322.13486061615
Species435,-2.688823876862264,8.6098566543648,30265.39987662952
Species436,1.2052404813285873,8.56789847234296,1370.7475373478123
Species437,-2.7111722729849217,7.319724618595036,16627.79271197861
Species438,-0.7276480768452267,11.88918888056007,11705.320671588177
Species439,2.352946108498442,13.678959886362117,32240.03677195027
Species440,5.491256438913645,3.540291370839554,24642.613551902006
Species441,-3.352214738491292,4.21518188245203,13402.955606514497
Species442,-1.5622741301391299,14.596592073650015,23408.209181561462
Species443,1.2709604205835556,16.46740845458801,15244.258318355805
Species444,0.1855616006488773,5.861436070883545,3970.284736956493
Species445,-1.9400170369712357,5.275675383501174,11138.120316323979
Species446,-0.6283763290539703,15.587755112751088,13208.917825500537
Species447,1.724256590650545,15.588452006730789,20715.344553946805
Species448,-0.29739730879072357,14.950099827413007,25807.514001994088
Species449,1.2374018313283965,13.143645644902389,29465.380771322813
Species450,1.1062370362266132,11.928272251966407,12375.300691072644
Species451,-5.984923708909286,9.6620573205055,131422.63913250304
Species452,-4.958900407493274,7.441717145243443,23728.023317943305
Species453,0.3361546991599153,11.821567506770869,24849.09151196807
Species454,-2.9007156107227434,14.457397462944149,24690.966000200395
Species455,-0.924083091987043,7.629206796883723,29237.78364282178
Species456,2.2948167887406496,9.839344628629135,21119.256783911293
Species457,0.20318761026052765,11.662007149111043,12484.190474015362
Species458,-1.6414365705779028,8.433442802687152,10996.513531197797
Species459,0.3536332260706719,11.976996373590996,18923.16476583167
Species460,-5.7072618611249215,8.881154116151464,71970.86086364329
Species461,-1.209503382982068,15.612564535402916,27235.553439562314
Species462,-2.4666510362914518,8.653633087575862,10733.858129993092
Species463,-2.4431913388093878,19.162790975040814,16965.319135152204
Species464,-1.399983237251338,4.635689717290395,10378.105623036738
Species465,6.419426542085365,6.541297422131484,29821.80812492272
Species466,1.206683007705141,8.456223041879255,15449.397380534901
Species467,-0.3662852308033693,16.146768673599315,17933.543323884627
Species468,-1.6909102845387638,8.399981881930556,8704.286437653265
Species469,-8.96140761462689,3.687045065956775,55536.04682283634
Species470,-2.2675522255803093,9.862645455808869,13130.945799855439
Species471,-0.44025188545351884,6.131283526598298,8818.812713454367
Species472,-0.6116906223074055,15.443958974549343,15544.609291591172
Species473,-1.1652022793448675,19.723922909250653,21280.500356310746
Species474,-6.923752118585529,7.836131493311442,114009.49720780695
Species475,-1.2199255595637912,3.078284936665577,6538.121811224636
Species476,1.472203039559281,9.449087423782395,18590.38077053503
Species477,2.1561100397737407,7.563568041069475,21298.297204513914
